canonical_ref,chapter,verse,speaker,devanagari,iast,english_telang,review_status,checksum
"gita.4.24","4","24","Krishna","ब्रह्मार्पणं ब्रह्म हविर्ब्रह्माग्नौ ब्रह्मणा हुतम्।
ब्रह्मैव तेन गन्तव्यं ब्रह्मकर्मसमाधिना ॥","brahmārpaṇaṃ brahma havirbrahmāgnau brahmaṇā hutam
brahmaiva tena gantavyaṃ brahmakarmasamādhinā","Brahman is the oblation with Brahman (as a sacrificial instrument) it is offered up Brahman is in the fire and by Brahman it is thrown","machine-aligned; two human reviews pending","60413b99ac2ca04d4d501590c0bece33a14490004d86c431445c820731c83230"
"gita.4.25","4","25","Krishna","दैवमेवापरे यज्ञं योगिनः पर्युपासते।
ब्रह्माग्नावपरे यज्ञं यज्ञेनैवोपजुह्वति ॥","daivamevāpare yajñaṃ yoginaḥ paryupāsate
brahmāgnāvapare yajñaṃ yajñenaivopajuhvati","and Brahman, too, is the goal to which he proceeds who meditates on Brahman in the action. Some devotees perform the sacrifice to the gods, some offer up the sacrifice by the sacrifice itself in the fire of Brahman.","machine-aligned; two human reviews pending","2601b76d844963cdb00c0dcf45eda2aebbebd09a0ee1dd24f6fe96903efa7cac"
"gita.4.26","4","26","Krishna","श्रोत्रादीनीन्द्रियाण्यन्ये संयमाग्निषु जुह्वति।
शब्दादीन्विषयानन्य इन्द्रियाग्निषु जुह्वति ॥","śrotrādīnīndriyāṇyanye saṃyamāgniṣu juhvati
śabdādīnviṣayānanya indriyāgniṣu juhvati","Others offer up the senses, such as the sense of hearing and others, in the fires of restraint others offer up the objects of sense, such as sound and so forth, into the fires of the senses.","machine-aligned; two human reviews pending","3b0149fe6fd22bd0ff7c2b1360d15568fd89483c94221d42bded301b03e1c065"
"gita.4.27","4","27","Krishna","सर्वाणीन्द्रियकर्माणि प्राणकर्माणि चापरे।
आत्मसंयमयोगाग्नौ जुह्वति ज्ञानदीपिते ॥","sarvāṇīndriyakarmāṇi prāṇakarmāṇi cāpare
ātmasaṃyamayogāgnau juhvati jñānadīpite","Some again offer up all the operations of the senses and the operations of the life-breaths into the fire of devotion by self-restraint, kindled by knowledge. Others perform the sacrifice of wealth the sacrifice of penance the sacrifice of concentration of mind","machine-aligned; two human reviews pending","1872efcca9a7729e0f704be4164832ac28903e693c073f1559ae4b12e0d30f55"
"gita.4.28","4","28","Krishna","द्रव्ययज्ञास्तपोयज्ञा योगयज्ञास्तथापरे।
स्वाध्यायज्ञानयज्ञाश्च यतयः संशितव्रताः ॥","dravyayajñāstapoyajñā yogayajñāstathāpare
svādhyāyajñānayajñāśca yatayaḥ saṃśitavratāḥ","the sacrifice of Vedic study and of knowledge and others are ascetics of rigid vows.","machine-aligned; two human reviews pending","9970d4955d93d912f62edc6caf8b355010377b2f37dd137c2056f526a3b1d1fc"
"gita.4.29","4","29","Krishna","अपाने जुह्वति प्राणं प्राणेऽपानं तथापरे।
प्राणापानगती रुद्ध्वा प्राणायामपरायणाः ॥","apāne juhvati prāṇaṃ prāṇe.apānaṃ tathāpare
prāṇāpānagatī ruddhvā prāṇāyāmaparāyaṇāḥ","Some offer up the upward life-breath into the downward life-breath and the downward life-breath into the upper life-breath and stopping up the motions of the upward and downward life-breaths devote themselves to the restraint of the life-breaths.","machine-aligned; two human reviews pending","bfbb02004a22f58d018a2e5d945e3d415c2fcc676b932d7dd156d5e475831019"
"gita.4.30","4","30","Krishna","अपरे नियताहाराः प्राणान्प्राणेषु जुह्वति।
सर्वेऽप्येते यज्ञविदो यज्ञक्षपितकल्मषाः ॥","apare niyatāhārāḥ prāṇānprāṇeṣu juhvati
sarve.apyete yajñavido yajñakṣapitakalmaṣāḥ","Others, who (take) limited food, offer up the life-breaths into the life-breaths. All of these, conversant with the sacrifice, have their sins destroyed by the sacrifice.","machine-aligned; two human reviews pending","ac90681fb12e8f936925f2781fad9b11555206fbcd539157b10c66bc6f80addb"
"gita.4.31","4","31","Krishna","यज्ञशिष्टामृतभुजो यान्ति ब्रह्म सनातनम्।
नायं लोकोऽस्त्ययज्ञस्य कुतोऽन्यः कुरुसत्तम ॥","yajñaśiṣṭāmṛtabhujo yānti brahma sanātanam
nāyaṃ loko.astyayajñasya kuto.anyaḥ kurusattama","Those who eat the nectar-like leavings of the sacrifice repair to the eternal Brahman. This world is not for those who perform no sacrifice, whence (then) the other, O best of the Kauravas!","machine-aligned; two human reviews pending","f0189c1291394f33529338a65771b7527c15d7c93c5b4f05080237b75709eb71"
"gita.4.32","4","32","Krishna","एवं बहुविधा यज्ञा वितता ब्रह्मणो मुखे।
कर्मजान्विद्धि तान्सर्वानेवं ज्ञात्वा विमोक्ष्यसे ॥","evaṃ bahuvidhā yajñā vitatā brahmaṇo mukhe
karmajānviddhi tānsarvānevaṃ jñātvā vimokṣyase","Thus sacrifices of various sorts are laid down in the Vedas . Know them all to be produced from action, and knowing this you will be released (from the fetters of this world). The sacrifice of knowledge O terror of (your) foes! is superior to the sacrifice of wealth for action","machine-aligned; two human reviews pending","5c38fcefee8b85014d5a4407e415cabdbfc3e69017d81669ef1d64b6e8e71254"
"gita.4.33","4","33","Krishna","श्रेयान्द्रव्यमयाद्यज्ञाज्ज्ञानयज्ञः परन्तप।
सर्वं कर्माखिलं पार्थ ज्ञाने परिसमाप्यते ॥","śreyāndravyamayādyajñājjñānayajñaḥ parantapa
sarvaṃ karmākhilaṃ pārtha jñāne parisamāpyate","O son of Pṛthā! is wholly and entirely comprehended in knowledge. That you should learn by salutation question","machine-aligned; two human reviews pending","ce367d0aee9eb5ca30464343a5b72b2055fcad27b7fc8e0b4892deb8810c51e0"
"gita.4.34","4","34","Krishna","तद्विद्धि प्रणिपातेन परिप्रश्नेन सेवया।
उपदेक्ष्यन्ति ते ज्ञानं ज्ञानिनस्तत्त्वदर्शिनः ॥","tadviddhi praṇipātena paripraśnena sevayā
upadekṣyanti te jñānaṃ jñāninastattvadarśinaḥ","and service. The men of knowledge who perceive the truth will teach knowledge to you.","machine-aligned; two human reviews pending","6a35edde0d9c76eb0e46525d16ece8c2de40ea7bcd7ff3626b6a7efc9cad3d79"
"gita.4.35","4","35","Krishna","यज्ज्ञात्वा न पुनर्मोहमेवं यास्यसि पाण्डव।
येन भूतान्यशेषेण द्रक्ष्यस्यात्मन्यथो मयि (var अशेषाणि) ॥","yajjñātvā na punarmohamevaṃ yāsyasi pāṇḍava
yena bhūtānyaśeṣāṇi drakṣyasyātmanyatho mayi","Having learnt that, O son of Pāṇḍu! you will not again fall thus into delusion and by means of it, you will see all beings, without exception, first in yourself, and then in me.","machine-aligned; two human reviews pending","f8c704dba82c81a943098082446a3c25eeb5adf99af40f411fef1a3680fde574"
"gita.4.36","4","36","Krishna","अपि चेदसि पापेभ्यः सर्वेभ्यः पापकृत्तमः।
सर्वं ज्ञानप्लवेनैव वृजिनं सन्तरिष्यसि ॥","api cedasi pāpebhyaḥ sarvebhyaḥ pāpakṛttamaḥ
sarvaṃ jñānaplavenaiva vṛjinaṃ santariṣyasi","Even if you are the most sinful of all sinful men","machine-aligned; two human reviews pending","29b7fa5b0f26d35d23fb9c6ad1c8889bed6ccb97b3e51b5e17e56e4be170e47d"
"gita.4.37","4","37","Krishna","यथैधांसि समिद्धोऽग्निर्भस्मसात्कुरुतेऽर्जुन।
ज्ञानाग्निः सर्वकर्माणि भस्मसात्कुरुते तथा ॥","yathaidhāṃsi samiddho.agnirbhasmasātkurute.arjuna
jñānāgniḥ sarvakarmāṇi bhasmasātkurute tathā","you will cross over all trespasses by means of the boat of knowledge alone. As a fire well kindled O Arjuna! reduces fuel to ashes","machine-aligned; two human reviews pending","deb8b34a14137691a8761b1770ad45f59a3e1c0b6982766233ca3acdec0b8919"
"gita.4.38","4","38","Krishna","न हि ज्ञानेन सदृशं पवित्रमिह विद्यते।
तत्स्वयं योगसंसिद्धः कालेनात्मनि विन्दति ॥","na hi jñānena sadṛśaṃ pavitramiha vidyate
tatsvayaṃ yogasaṃsiddhaḥ kālenātmani vindati","so the fire of knowledge reduces all actions to ashes. For there is in this world no means of sanctification like knowledge and that one perfected by devotion finds within one's self in time.","machine-aligned; two human reviews pending","66f69428e22676d3ec827e233159afc4a484a6e8c5bd8a0bb0fda72fb9b51627"
"gita.4.39","4","39","Krishna","श्रद्धावाँल्लभते ज्ञानं तत्परः संयतेन्द्रियः।
ज्ञानं लब्ध्वा परां शान्तिमचिरेणाधिगच्छति ॥","śraddhāvā.Nllabhate jñānaṃ tatparaḥ saṃyatendriyaḥ
jñānaṃ labdhvā parāṃ śāntimacireṇādhigacchati","He who has faith, whose senses are restrained, and who is assiduous, obtains knowledge. Obtaining knowledge, he acquires, without delay, the highest tranquillity.","machine-aligned; two human reviews pending","d114769301cd01f7646bdb67eb284203c3406120f79cd567b910b62a2e9c5887"
"gita.4.40","4","40","Krishna","अज्ञश्चाश्रद्दधानश्च संशयात्मा विनश्यति।
नायं लोकोऽस्ति न परो न सुखं संशयात्मनः ॥","ajñaścāśraddadhānaśca saṃśayātmā vinaśyati
nāyaṃ loko.asti na paro na sukhaṃ saṃśayātmanaḥ","He who is ignorant and devoid of faith, and whose self is full of misgivings, is ruined. Not this world, not the next, nor happiness, is for him whose self is full of misgivings.","machine-aligned; two human reviews pending","fa662d8e6917687094459dabd32a225c7e4bf5ab0504b9f7f5a1de730ac9a3d6"
